Campus ID,VisaType,D601,D602,D603,D604,D606,D605,D607,Ele1,Ele2,Ele3,Ele4
QZ55613,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
QZ67773,F1 - Student Visa,2,1,2,2,4,1,2,-1,3,3,0
RB61735,No Visa Type,1,0,0,1,0,0,0,0,0,0,0
RC32296,F1 - Student Visa,1,2,2,1,3,2,3,1,3,0,0
RD76099,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
RF02217,F1 - Student Visa,1,2,2,2,0,4,0,1,3,3,0
RH05736,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
RJ91779,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
RM77858,No Visa Type,1,1.5,2,0,0,0,0,1,2,0,0
RM78658,No Visa Type,1,2,3.5,2,0,3,4,4,5,6,0
RN06657,F1 - Student Visa,1,1.5,2,2,0,1,1,1.5,1.5,2,0
RP22297,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
RP95857,F1 - Student Visa,0,2,1,1,3,2,2,1,1,2,0
RQ47971,F1 - Student Visa,1,2,2,1,3,1,2,3,3,0,0
RQ88772,F1 - Student Visa,1,2,3,1,0,1,2,2,3,3,0
RS82696,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
RT46171,Citizen by birth,1,2,0,0,0,0,0,3,4,0,0
RU45776,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
RV40095,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
RX86378,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
RZ06059,F1 - Student Visa,2,3,3,2,0,1.5,1,1,1,2,3
SB51893,F1 - Student Visa,1,2,2,1,0,1,2,1.5,0,0,0
SC14652,F1 - Student Visa,1,2,2,2,4,1,1,3,3,3,4
SD08658,No Visa Type,1,2.5,0,2,0,0,0,1,2,2,2.5
SF43377,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
SI99257,F1 - Student Visa,1,2,2,1,4,1,3,2,3,3,0
SL57975,No Visa Type,0,0,3,2,0,2,0,1,0,0,0
SO96494,F1 - Student Visa,1,2,3,1,0,2,2,1,3,0,0
SS31056,G4 - International Org. Rep.,2,2,0,2,0,1,1,1,0,0,0
SS95256,F1 - Student Visa,1,0,0,0,0,0,0,0,0,0,0
SU04571,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
SU89216,F1 - Student Visa,1,2,1,2,4,2,3,1,3,3,0
SV08897,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
SV29926,No Visa Type,1,2,2,1,0,3.5,0,3,0,0,0
SV49813,No Visa Type,1,4,4.5,2,0,0,0,2.5,2.5,3,4
SW10014,F1 - Student Visa,2,0,0,0,0,1,1,1,2,2,3
SX34377,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
SX42492,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
SX52137,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
SY44333,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
SZ27539,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,3
TA08134,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
TE58611,F1 - Student Visa,1,2,2,1,0,1,5,3,3,3,0
TF00410,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
TF11778,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
TF53379,F1 - Student Visa,1,2,2,1,3,2,3,1,3,0,0
TG55136,F1 - Student Visa,1,2,2,1,0,1,0,2,0,0,0
TH04570,F1 - Student Visa,1,1,2,2,0,1,2,3,3,3,0
TI29978,F1 - Student Visa,1,2,3,2,4,4,1,2,3,0,0
TI91215,No Visa Type,1,2,2,1,0,0,0,0,0,0,0
TJ61779,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
TK77610,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
TL96099,F1 - Student Visa,1,2,3,1,4,2,3,1,2,3,0
TM26816,F1 - Student Visa,1,2,2,1,0,1,0,2,0,0,0
TN73813,F1 - Student Visa,1,2,0,2,0,1,2,1,0,0,0
TQ20177,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
TR41179,F1 - Student Visa,1,2,2,1,0,1,2,1.5,0,0,0
TT75490,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
TU80531,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
TU99059,F1 - Student Visa,1,2,2,1,0,2,3,1,3,3,0
TV30932,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
TW34813,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
TX36418,F1 - Student Visa,2,0,0,2,0,2,0,1,1,1,0
TZ08014,F1 - Student Visa,1,2,2,1,3,1,2,3,3,0,0
UA03330,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
UA12457,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
UC05573,F1 - Student Visa,1,2,2,1,3,1,2,2.5,3,3,0
UE33494,F1 - Student Visa,1,2,2,2,4,1,2,3,3,3.5,0
UE50213,F1 - Student Visa,1,2,3,2,4,2,3,1,1,3,0
UE63613,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
UF45454,No Visa Type,1,0,0,0,0,0,0,1,0,0,0
UF51933,F1 - Student Visa,1,2,1,1.5,4,2,3,1,2,3,3
UF55532,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
UG87574,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
UI31497,No Visa Type,1,0,0,1,0,0,0,0,0,0,0
UI50216,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
UI69297,F1 - Student Visa,1,2,3,1,3,1,2,2,2.5,3,0
UL09336,No Visa Type,1,2,2,1,5,3,5,3,4,4,0
UM41857,Permanent Resident,2,3,3.5,2,4,1.5,1,1,3,4,0
UO35015,F1 - Student Visa,1,2,2,3,0,1,2,1,3,3,0
UO43294,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
UO73932,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
UP34812,F1 - Student Visa,1,2,2,1,0,1,5,3,3,0,0
UP39413,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
UP66259,F1 - Student Visa,1,2,2,1,0,1,0,2,0,0,0
UQ88976,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
US53017,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
UU38697,F1 - Student Visa,1,1.5,2,1,0,1,1.5,2,2,0,0
UW75335,F1 - Student Visa,1,2,2,1,2.5,1,6,2,2.5,3,0
UX02894,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
UX17450,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
UY97413,No Visa Type,2,4,2,3,0,3,4,1,1,4,0
UY98779,F1 - Student Visa,1,2,3,1,4,1,2,2,3,3,0
UZ92813,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
VA74657,F1 - Student Visa,1,2,3,2,0,1,2,1,3,3,0
VB43694,F1 - Student Visa,1,1.5,2,1,0,1,2,1.5,2,0,0
VD62735,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
VE82256,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
VF96978,F1 - Student Visa,1,2,2,1,3,1,2,3,3,0,0
VH38494,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
VJ74617,F1 - Student Visa,1,2,2,1,0,2,3,1,3,0,0
VM11375,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
VP60292,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
VR01053,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
VR84934,F1 - Student Visa,1,2,2,1,0,1,0,2,0,0,0
VS53770,Permanent Resident,1,2,2.5,2,0,1,3,3,0,0,0
VS73693,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
VT76695,F1 - Student Visa,1,2,2,1,0,1,0,2,0,0,0
VV12570,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
VV84255,F1 - Student Visa,1,2,2,1,0,1,3,2,3,3,0
VX87176,F1 - Student Visa,1,2,2,1,3,2,1,3,3,0,0
VZ10493,F1 - Student Visa,1,2,2,1,0,2,1,1.5,1.5,0,0
VZ42698,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
WA22417,No Visa Type,1,2,3,4,0,0,0,0,0,0,0
WD00174,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
WD60571,F1 - Student Visa,1,2,3,2,4,1,1,2,3,3,0
WF03691,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
WG56858,F1 - Student Visa,1,2,2,3,4,2,1,1,3,3,3.5
WH22215,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
WH29617,F1 - Student Visa,1,2,2,1,0,1,3,2,3,3,0
WJ05171,Citizen by birth,1,3,4,2,0,2,2,3,3,3.5,4
WL18137,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
WP30455,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
WQ30219,No Visa Type,1,0,0,1,0,0,0,0,0,0,0
WQ84771,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
WR25457,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
WR34578,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
WT18136,F1 - Student Visa,1,2,2,2,3,1,3,1,3,0,0
WT69376,F1 - Student Visa,1,0,0,1,0,0,1,0,0,0,0
WV04575,F1 - Student Visa,1,1,2,1,0,2,2,3,3,3,0
WW04813,F1 - Student Visa,1,2,3,1,4,4,2,2,3,0,0
WW35577,No Visa Type,1,0,0,1,0,0,0,1,0,0,0
WW57330,No Visa Type,1,2,2,1,0,0,0,0,0,0,0
WW86898,F1 - Student Visa,1,2,3,1,0,1,3,2,2,2.5,0
WW88694,F1 - Student Visa,1,2,2,1,0,1,3,2,3,3,0
WX08056,No Visa Type,1,2,3,0,0,0,0,0,0,0,0
WX57977,F1 - Student Visa,1,2,1.5,1,0,1,2,1.5,2,0,0
WZ10851,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
XA23572,"Dependent of H1,H2,H3,HA,HB",1,2,2,1,0,1,0,2,0,0,0
XA35174,F1 - Student Visa,1,2,2,1,0,2,3,1,3,3,0
XA45814,F1 - Student Visa,1,2,2,1,0,2,1,1.5,0,0,0
XB99654,No Visa Type,1,2.5,3,2,0,2,0,0,0,0,0
XC60817,F1 - Student Visa,1,2,2,1,3,1,2,3,3,0,0
XD63939,F1 - Student Visa,1,2,3,3,0,2,1,1,2,2.5,0
XE13170,F1 - Student Visa,1,2,2,1,0,1,3,2,3,3,0
XF15736,F1 - Student Visa,1,2,2.5,1,3,1,2,2,2.5,3,0
XH49896,F1 - Student Visa,1,1.5,2,1,0,1,2,1.5,2,0,0
XI65011,F1 - Student Visa,1,2,3,1,0,1.5,2,2.5,3,3,0
XJ36896,F1 - Student Visa,1,1,2,2,3,1,2,2,2.5,3,0
XK60935,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
XK77497,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
XM65892,No Visa Type,1,2,3,3,0,2.5,0,0,0,0,0
XN25858,No Visa Type,1,2,3,0,0,0,0,0,0,0,0
XN47610,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
XO66614,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
XP89088,No Visa Type,1,0,3,2,0,0,0,0,0,0,0
XR15171,F1 - Student Visa,0,0,3,2,0,2,3,1,1,1,2
XR74050,F1 - Student Visa,1,2,2,1,0,1,5,3,3,0,0
XR97612,F1 - Student Visa,1,2,2,1,0,1,3,2,3,3,0
XS69935,Citizen by birth,1,0,0,2,0,1.5,0,0,0,0,0
XT07132,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
XT18496,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
XT27450,No Visa Type,1,0,2,0,0,0,0,3,0,0,0
XU43419,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
XV15653,F1 - Student Visa,1,2,2,1,0,1,3,2,3,3,0
XV63013,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
XW76894,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
XW77619,F1 - Student Visa,1,2,2,1,3,1,0,2,3,3,0
XX77459,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
XY43338,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
XZ74495,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
YA34810,F1 - Student Visa,1,2,3,1,0,1,2,2,3,3,0
YB97292,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
YD50976,F1 - Student Visa,1,2,2,2,0,1,0,1,0,0,0
YG27415,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
YG69535,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
YG80376,F1 - Student Visa,1,3,2,2,0,1,3,1,3,0,0
YI32854,No Visa Type,1,2,3,1.5,3.5,2,1,3,4,4,0
YJ06499,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
YJ56814,F1 - Student Visa,2,2.5,3,2,0,2,3,1,1,-1,3
YK91210,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
YL52052,F1 - Student Visa,1,2,2,1,3,1,2,3,3,0,0
YL93813,No Visa Type,1,2,0,0,0,0,0,0,0,0,0
YM41892,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
YM74533,F1 - Student Visa,1,2,0,1,0,1,2,2,0,0,0
YM94934,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
YN03330,No Visa Type,1,2,2,1,0,1.5,0,0,0,0,0
YO16573,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
YO29853,F1 - Student Visa,1,2,1,2,2.5,2,1,2,2.5,3,0
YO38091,No Visa Type,1,3,3,2,4,0,0,1,2,4,0
YP08497,F1 - Student Visa,1,2,2,1,3,1,2,3,3,0,0
YP81618,F1 - Student Visa,1,2,2,2,3,1,3,1,3,0,0
YQ41015,No Visa Type,1,0,0,0,0,1,0,0,0,0,0
YR06936,No Visa Type,1,3,4,2,0,1.5,0,3.5,0,0,0
YR76819,F1 - Student Visa,1,2,2,1,0,1,2,0,0,0,0
YS79974,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
YT18336,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
YT29650,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
YT93657,F1 - Student Visa,1,2,2,1,0,1,3,2,3,3,0
YV25690,F1 - Student Visa,1,2,2,1,0,1,0,2,0,0,0
YW17258,F1 - Student Visa,1,1,0,1,0,0,0,0,0,0,0
YY41695,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
YY54657,F1 - Student Visa,1,0,0,0,0,1,0,1,0,0,0
ZB72017,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
ZC11772,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZC39972,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZE24010,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZF58419,F1 - Student Visa,1,2,2,1,0,1,2,3,3,3,0
ZG28331,F1 - Student Visa,1,1,0,0,0,1,0,0,0,0,0
ZG38530,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZI04298,F1 - Student Visa,1,2,2,1,3,1,0,2,3,3,0
ZJ05573,No Visa Type,0,0,2.5,0,5,0,3,1,2,3,4
ZK18813,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZM13779,F1 - Student Visa,1,2,2,1,0,1,0,2,0,0,0
ZO20612,F1 - Student Visa,1,2,2,1,0,2,3,1,3,3,0
ZO27532,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZP32772,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZR57376,F1 - Student Visa,1,2,2,1,4,4.5,2,3,3,0,0
ZS36537,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZT28698,No Visa Type,2,3,5,4,0,0,1.5,1,5,0,0
ZT41737,Citizen by birth,2,2.5,3,3,0,2,0,1,0,0,0
ZU00493,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZU63814,F1 - Student Visa,3,0,0,0,0,0,0,1,1,1,2
ZU95976,Citizen by birth,2,3,4,2,0,1,0,1,3,4,0
ZV75259,F1 - Student Visa,1,2,3,1,0,1,5,2,3,0,0
ZW38452,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
ZW71217,F1 - Student Visa,1,1,0,0,0,1,0,0,0,0,0
ZY32374,F1 - Student Visa,1,1.5,3,1,0,1,2,2,3,3,0
ZZ64418,F1 - Student Visa,1,0,0,1,0,1,0,0,0,0,0
