,school_name,state_name_latest_available_year,school_id_nces_assigned_latest_available_year,county_name,mailing_address_3,location_zip,magnet_school,shared_time_school,urban_centric_locale,school_wide_title_i,state_agency_id,state_school_id
3389,TOMAHAWK ELEM,Virginia,510060000232,Campbell County,†,24502,2-No,2-No,22-Suburb: Mid-size,1-Yes,VA-016,VA-016-0160060
3390,TOTARO ELEM,Virginia,510048000188,Brunswick County,†,23868,2-No,2-No,41-Rural: Fringe,1-Yes,VA-013,VA-013-0130720
3391,TOWN CREEK ELEMENTARY,Maryland,240060001239,St. Mary's County,†,20653,2-No,2-No,13-City: Small,2-No,MD-18,MD-18-180806
3392,TOWSON HIGH LAW & PUBLIC POLICY,Maryland,240012000487,Baltimore County,†,21286,1-Yes,2-No,13-City: Small,†,MD-03,MD-03-030971
3393,TRACEYS ELEMENTARY,Maryland,240006000135,Anne Arundel County,†,20779,2-No,2-No,41-Rural: Fringe,2-No,MD-02,MD-02-024252
3394,TRAILSIDE MIDDLE,Virginia,510225002965,Loudoun County,†,20147,2-No,2-No,21-Suburb: Large,†,VA-053,VA-053-0531040
3395,TRANSITION SUPPORT RESOURCE CENTER/FAIRFAX,Virginia,510007602351,Fairfax County,†,22042,2-No,1-Yes,21-Suburb: Large,†,VA-405,VA-405-4050405
3396,TRANTWOOD ELEM,Virginia,510384001719,Virginia Beach city,†,23454,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280510
3397,TRAVILAH ELEMENTARY,Maryland,240048000937,Montgomery County,†,20878,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150216
3398,TREVILIANS ELEM,Virginia,510228002066,Louisa County,†,23093,2-No,2-No,42-Rural: Distant,1-Yes,VA-054,VA-054-0540641
3399,TREVVETT ELEM,Virginia,510189000830,Henrico County,†,23228,2-No,2-No,21-Suburb: Large,†,VA-043,VA-043-0430490
3400,TRIADELPHIA RIDGE ELEMENTARY,Maryland,240042001026,Howard County,†,21042,2-No,2-No,31-Town: Fringe,†,MD-13,MD-13-130306
3401,TRIANGLE ELEM,Virginia,510313001324,Prince William County,†,22172,2-No,2-No,21-Suburb: Large,1-Yes,VA-075,VA-075-0750430
3402,TRIPLETT BUSINESS & TECH.,Virginia,510351001552,Shenandoah County,†,22842,2-No,1-Yes,42-Rural: Distant,†,VA-085,VA-085-0850800
3403,TROUTVILLE ELEM,Virginia,510042000173,Botetourt County,†,24175,2-No,2-No,41-Rural: Fringe,2-No,VA-012,VA-012-0120040
3404,TRUESDELL EDUCATION CAMPUS,District of Columbia,110003000075,District of Columbia,†,20011,†,–,11-City: Large,–,DC-001,DC-001-327
3405,TRUITT INTERMEDIATE,Virginia,510081001899,Chesapeake city,†,23324,2-No,2-No,21-Suburb: Large,1-Yes,VA-136,VA-136-1360971
3406,TUBMAN ES,District of Columbia,110003000074,District of Columbia,†,20010,†,–,11-City: Large,–,DC-001,DC-001-328
3407,TUCKAHOE ELEM,Virginia,510189000831,Henrico County,†,23229,2-No,2-No,21-Suburb: Large,†,VA-043,VA-043-0430360
3408,TUCKAHOE ELEM,Virginia,510027000110,Arlington County,†,22213,2-No,2-No,12-City: Mid-size,†,VA-007,VA-007-0070211
3409,TUCKAHOE MIDDLE,Virginia,510189000832,Henrico County,†,23229,2-No,2-No,21-Suburb: Large,†,VA-043,VA-043-0430520
3410,TUCKER HIGH,Virginia,510189000811,Henrico County,†,23294,1-Yes,2-No,21-Suburb: Large,†,VA-043,VA-043-0430600
3411,TUCKER-CAPPS ELEM,Virginia,510180000761,Hampton city,†,23666,2-No,2-No,12-City: Mid-size,†,VA-112,VA-112-1120360
3412,TULIP GROVE ELEMENTARY,Maryland,240051001177,Prince George's County,†,20715,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-160711
3413,TUNBRIDGE PUBLIC CHARTER SCHOOL,Maryland,240009001689,Baltimore city,†,21212,2-No,2-No,11-City: Large,†,MD-30,MD-30-300373
3414,TUNSTALL HIGH,Virginia,510294001227,Pittsylvania County,†,24549,2-No,2-No,42-Rural: Distant,†,VA-071,VA-071-0711730
3415,TUNSTALL MIDDLE,Virginia,510294001206,Pittsylvania County,†,24549,2-No,2-No,42-Rural: Distant,†,VA-071,VA-071-0711130
3416,TURLINGTON WOODS ALTERNATIVE,Virginia,510371002555,Suffolk city,†,23434,2-No,1-Yes,21-Suburb: Large,†,VA-127,VA-127-1270392
3417,TURNER ASHBY HIGH,Virginia,510339002164,Rockingham County,†,22812,2-No,2-No,23-Suburb: Small,†,VA-082,VA-082-0820850
3418,TURNER ES,District of Columbia,110003000073,District of Columbia,†,20032,†,–,11-City: Large,–,DC-001,DC-001-329
3419,TURNING POINT ACADEMY PUBLIC CHARTER,Maryland,240051001544,Prince George's County,†,20706,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-162022
3420,TURNING POINT ALT. ED.,Virginia,510282002746,Orange County,†,22960,2-No,1-Yes,41-Rural: Fringe,†,VA-068,VA-068-0680062
3421,TUSCARORA ELEMENTARY,Maryland,240033001355,Frederick County,†,21703,2-No,2-No,22-Suburb: Mid-size,2-No,MD-10,MD-10-100109
3422,TUSCARORA HIGH,Maryland,240033001550,Frederick County,†,21703,2-No,2-No,22-Suburb: Mid-size,†,MD-10,MD-10-102307
3423,TUSCARORA HIGH,Virginia,510225002817,Loudoun County,†,20176,2-No,2-No,41-Rural: Fringe,†,VA-053,VA-053-0530200
3424,TUSSING ELEM,Virginia,510096000366,Colonial Heights city,†,23834,2-No,2-No,21-Suburb: Large,2-No,VA-106,VA-106-1060060
3425,TWAIN MIDDLE,Virginia,510126000576,Fairfax County,†,22310,1-Yes,2-No,21-Suburb: Large,†,VA-029,VA-029-0291160
3426,TWIN HICKORY ELEM,Virginia,510189002536,Henrico County,†,23059,2-No,2-No,21-Suburb: Large,†,VA-043,VA-043-0430310
3427,TWIN RIDGE ELEMENTARY,Maryland,240033000159,Frederick County,†,21771,2-No,2-No,21-Suburb: Large,†,MD-10,MD-10-101801
3428,TWIN SPRINGS ELEM,Virginia,510294001395,Pittsylvania County,†,24540,2-No,2-No,41-Rural: Fringe,†,VA-071,VA-071-0711851
3429,TWIN SPRINGS HIGH,Virginia,510348001539,Scott County,†,24271,2-No,2-No,42-Rural: Distant,†,VA-084,VA-084-0840780
3430,TWIN VALLEY ELEMENTARY/MIDDLE,Virginia,510051001946,Buchanan County,†,24631,2-No,2-No,42-Rural: Distant,1-Yes,VA-014,VA-014-0141041
3431,TWIN VALLEY HIGH,Virginia,510051001947,Buchanan County,†,24634,2-No,2-No,43-Rural: Remote,†,VA-014,VA-014-0141042
3432,TWINBROOK ELEMENTARY,Maryland,240048000939,Montgomery County,†,20851,2-No,2-No,13-City: Small,1-Yes,MD-15,MD-15-150206
3433,TWO RIVERS PCS - 4TH ST,District of Columbia,110004500279,District of Columbia,†,20002,†,–,11-City: Large,–,DC-149,DC-149-198
3434,TWO RIVERS PCS - YOUNG,DISTRICT OF COLUMBIA,110004500498,District of Columbia,†,20002,†,–,11-City: Large,–,DC-149,DC-149-270
3435,TYE RIVER ELEM,Virginia,510258001160,Nelson County,†,22922,2-No,2-No,42-Rural: Distant,2-No,VA-062,VA-062-0620020
3436,TYLER ES,District of Columbia,110003000072,District of Columbia,†,20003,†,–,11-City: Large,–,DC-001,DC-001-330
3437,TYLER HEIGHTS ELEMENTARY,Maryland,240006000136,Anne Arundel County,†,21403,2-No,2-No,21-Suburb: Large,1-Yes,MD-02,MD-02-024262
3438,UNION HALL ELEM,Virginia,510294001228,Pittsylvania County,†,24531,2-No,2-No,42-Rural: Distant,1-Yes,VA-071,VA-071-0711740
3439,UNION HIGH,Virginia,510408001792,Wise County,†,24219,2-No,2-No,32-Town: Distant,†,VA-096,VA-096-0961010
3440,UNION MIDDLE,Virginia,510408002050,Wise County,†,24219,2-No,2-No,41-Rural: Fringe,†,VA-096,VA-096-0961013
3441,UNION MILL ELEM,Virginia,510126002060,Fairfax County,†,20124,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0291540
3442,UNION PRIMARY SCHOOL,Virginia,510408001793,Wise County,†,24219,2-No,2-No,41-Rural: Fringe,1-Yes,VA-096,VA-096-0961012
3443,UNIONVILLE ELEM,Virginia,510282001177,Orange County,†,22567,2-No,2-No,42-Rural: Distant,1-Yes,VA-068,VA-068-0680350
3444,UNIVERSITY PARK ELEMENTARY,Maryland,240051001178,Prince George's County,†,20782,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-161902
3445,URBANA ELEMENTARY,Maryland,240033000652,Frederick County,†,21704,1-Yes,2-No,41-Rural: Fringe,†,MD-10,MD-10-100702
3446,URBANA HIGH,Maryland,240033000616,Frederick County,†,21754,2-No,2-No,41-Rural: Fringe,†,MD-10,MD-10-100713
3447,URBANA MIDDLE,Maryland,240033001536,Frederick County,†,21754,2-No,2-No,41-Rural: Fringe,†,MD-10,MD-10-100716
3448,VA. RANDOLPH ED. CTR,Virginia,510189002442,Henrico County,†,23060,2-No,1-Yes,21-Suburb: Large,†,VA-043,VA-043-0430810
3449,VALLEY CAREER & TECHNICAL CENTER,Virginia,510000802020,Augusta County,†,22939,2-No,1-Yes,41-Rural: Fringe,†,VA-306,VA-306-3060631
3450,VALLEY ELEM,Virginia,510033000141,Bath County,†,24445,2-No,2-No,42-Rural: Distant,2-No,VA-009,VA-009-0090150
3451,VALLEY ELEMENTARY,Maryland,240033000653,Frederick County,†,21755,2-No,2-No,22-Suburb: Mid-size,†,MD-10,MD-10-101406
3452,VALLEY INSTITUTE ELEM,Virginia,510390001750,Washington County,†,24202,2-No,2-No,41-Rural: Fringe,1-Yes,VA-094,VA-094-0941020
3453,VALLEY VIEW ELEMENTARY,Maryland,240051001179,Prince George's County,†,20745,1-Yes,2-No,21-Suburb: Large,1-Yes,MD-16,MD-16-161218
3454,VAN BOKKELEN ELEMENTARY,Maryland,240006000137,Anne Arundel County,†,21144,2-No,2-No,21-Suburb: Large,1-Yes,MD-02,MD-02-023152
3455,VAN NESS ES,DISTRICT OF COLUMBIA,110003000505,District of Columbia,†,20003,†,–,11-City: Large,–,DC-001,DC-001-331
3456,VANGUARD COLLEGIATE MIDDLE,Maryland,240009001693,Baltimore city,†,21206,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300374
3457,VANSVILLE ELEMENTARY,Maryland,240051001660,Prince George's County,†,20705,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-160111
3458,VARINA ELEM,Virginia,510189000834,Henrico County,†,23231,2-No,2-No,21-Suburb: Large,†,VA-043,VA-043-0430290
3459,VARINA HIGH,Virginia,510189000835,Henrico County,†,23231,1-Yes,2-No,41-Rural: Fringe,†,VA-043,VA-043-0430580
3460,VENABLE ELEM,Virginia,510078002143,Charlottesville city,†,22903,2-No,2-No,13-City: Small,†,VA-104,VA-104-1040040
3461,VERNON JOHNS MIDDLE,Virginia,510291002794,Petersburg city,†,23805,2-No,2-No,41-Rural: Fringe,1-Yes,VA-120,VA-120-1200121
3462,VETERANS ELEMENTARY,Maryland,240042001646,Howard County,†,21043,2-No,2-No,21-Suburb: Large,†,MD-13,MD-13-130219
3463,VICTORIA ELEM,Virginia,510231000949,Lunenburg County,†,23974,2-No,2-No,43-Rural: Remote,1-Yes,VA-055,VA-055-0550140
3464,VICTORY ACADEMY,VIRGINIA,510294003056,Pittsylvania County,†,24531,2-No,1-Yes,42-Rural: Distant,†,VA-071,VA-071-0711854
3465,VICTORY ELEM,Virginia,510300002625,Portsmouth city,†,23701,2-No,2-No,13-City: Small,1-Yes,VA-121,VA-121-1211769
3466,VICTORY ELEM,Virginia,510313002586,Prince William County,†,20136,2-No,2-No,21-Suburb: Large,†,VA-075,VA-075-0750390
3467,VICTORY VILLA ELEMENTARY,Maryland,240012000489,Baltimore County,†,21220,2-No,2-No,21-Suburb: Large,1-Yes,MD-03,MD-03-031505
3468,VIENNA ELEM,Virginia,510126000577,Fairfax County,†,22180,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0290120
3469,VIENNA ELEMENTARY SCHOOL,Maryland,240030000624,Dorchester County,†,21869,2-No,2-No,42-Rural: Distant,†,MD-09,MD-09-090302
3470,VIERS MILL ELEMENTARY,Maryland,240048000940,Montgomery County,†,20906,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150772
3471,VILLA CRESTA ELEMENTARY,Maryland,240012000490,Baltimore County,†,21234,2-No,2-No,21-Suburb: Large,†,MD-03,MD-03-030908
3472,VINCENT FARM ELEMENTARY,Maryland,240012001653,Baltimore County,†,21162,2-No,2-No,21-Suburb: Large,†,MD-03,MD-03-031533
3473,VIOLETVILLE ELEMENTARY/MIDDLE,Maryland,240009000326,Baltimore city,†,21229,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300226
3474,VIRGINIA AVE. CHARLOTTE DEHART ELEM,Virginia,510405001782,Winchester city,†,22601,2-No,2-No,13-City: Small,1-Yes,VA-132,VA-132-1320020
3475,VIRGINIA BEACH JUVENILE DETENTION HOME,Virginia,510004202476,Virginia Beach city,†,23456,2-No,2-No,11-City: Large,†,VA-901,VA-901-9010030
3476,VIRGINIA BEACH MIDDLE,Virginia,510384001721,Virginia Beach city,†,23451,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280140
3477,VIRGINIA HEIGHTS ELEM,Virginia,510330000667,Roanoke city,†,24015,2-No,2-No,13-City: Small,1-Yes,VA-124,VA-124-1240070
3478,VIRGINIA HIGH,Virginia,510045000179,Bristol city,†,24201,2-No,2-No,13-City: Small,†,VA-102,VA-102-1020080
3479,VIRGINIA HILLS E C RESOURCE CTR,Virginia,510126002819,Fairfax County,†,22310,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0292252
3480,VIRGINIA L MURRAY ELEM,Virginia,510009000003,Albemarle County,†,22903,2-No,2-No,41-Rural: Fringe,†,VA-002,VA-002-0020910
3481,VIRGINIA MIDDLE,Virginia,510045000180,Bristol city,†,24201,2-No,2-No,13-City: Small,†,VA-102,VA-102-1020010
3482,VIRGINIA RUN ELEM,Virginia,510126002146,Fairfax County,†,20120,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0292050
3483,VIRGINIA TREATMENT CTR.,Virginia,510005502290,Richmond city,†,23219,2-No,2-No,12-City: Mid-size,†,VA-948,VA-948-9484030
3484,VIVIEN T. THOMAS MEDICAL ARTS ACADEMY,Maryland,240009001385,Baltimore city,†,21223,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300429
3485,VSDB ELEMENTARY,VIRGINIA,510005803052,Staunton city,†,24402,2-No,2-No,13-City: Small,†,VA-218,VA-218-2180100
3486,VSDB HIGH,VIRGINIA,510005803050,Staunton city,†,24402,2-No,2-No,13-City: Small,†,VA-218,VA-218-2180300
3487,VSDB MIDDLE,VIRGINIA,510005803051,Staunton city,†,24402,2-No,2-No,13-City: Small,†,VA-218,VA-218-2180200
3488,W W GORDON ELEM,Virginia,510084001835,Chesterfield County,†,23236,2-No,2-No,21-Suburb: Large,†,VA-021,VA-021-0210290
3489,W.C. TAYLOR MIDDLE,Virginia,510132000614,Fauquier County,†,20186,2-No,2-No,21-Suburb: Large,†,VA-030,VA-030-0300670
3490,W.E. CUNDIFF ELEM,Virginia,510333001459,Roanoke County,†,24179,2-No,2-No,22-Suburb: Mid-size,1-Yes,VA-080,VA-080-0800060
3491,W.G. COLEMAN ELEM,Virginia,510132000615,Fauquier County,†,20115,2-No,2-No,42-Rural: Distant,†,VA-030,VA-030-0300740
3492,W.T. COOKE ELEM,Virginia,510384001723,Virginia Beach city,†,23451,2-No,2-No,11-City: Large,†,VA-128,VA-128-1280130
3493,W.W. MOORE JR. JUVENILE DETENTION HOME,Virginia,510004202382,Danville city,†,24541,2-No,2-No,32-Town: Distant,†,VA-901,VA-901-9010007
3494,W.W. ROBINSON ELEM,Virginia,510351001554,Shenandoah County,†,22664,2-No,2-No,32-Town: Distant,1-Yes,VA-085,VA-085-0850020
3495,WAKEFIELD FOREST ELEM,Virginia,510126000580,Fairfax County,†,22032,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0290850
3496,WAKEFIELD HIGH,Virginia,510027000111,Arlington County,†,22206,2-No,2-No,12-City: Mid-size,†,VA-007,VA-007-0070450
3497,WALDON WOODS ELEMENTARY,Maryland,240051001180,Prince George's County,†,20735,2-No,2-No,21-Suburb: Large,†,MD-16,MD-16-160914
3498,WALKER MILL MIDDLE,Maryland,240051001477,Prince George's County,†,20743,1-Yes,2-No,21-Suburb: Large,†,MD-16,MD-16-161819
3499,WALKER UPPER ELEM,Virginia,510078000279,Charlottesville city,†,22903,2-No,2-No,13-City: Small,†,VA-104,VA-104-1040110
3500,WALKER-GRANT CENTER,Virginia,510151002274,Fredericksburg city,†,22401,2-No,2-No,22-Suburb: Mid-size,†,VA-110,VA-110-1100030
3501,WALKER-GRANT MIDDLE,Virginia,510151002612,Fredericksburg city,†,22401,2-No,2-No,22-Suburb: Mid-size,1-Yes,VA-110,VA-110-1100273
3502,WALKER-JONES EDUCATION CAMPUS,District of Columbia,110003000070,District of Columbia,†,20001,†,–,11-City: Large,–,DC-001,DC-001-332
3503,WALKERSVILLE ELEMENTARY,Maryland,240033000654,Frederick County,†,21793,2-No,2-No,41-Rural: Fringe,2-No,MD-10,MD-10-102607
3504,WALKERSVILLE HIGH,Maryland,240033000655,Frederick County,†,21793,2-No,2-No,41-Rural: Fringe,†,MD-10,MD-10-102610
3505,WALKERSVILLE MIDDLE,Maryland,240033000656,Frederick County,†,21793,2-No,2-No,41-Rural: Fringe,†,MD-10,MD-10-102606
3506,WALLACE MIDDLE,Virginia,510390001752,Washington County,†,24202,2-No,2-No,41-Rural: Fringe,†,VA-094,VA-094-0940620
3507,WALLER MILL ELEM,Virginia,510415001822,York County,†,23185,1-Yes,2-No,41-Rural: Fringe,†,VA-098,VA-098-0980220
3508,WALNUT HILL ELEM,Virginia,510291001203,Petersburg city,†,23805,2-No,2-No,21-Suburb: Large,1-Yes,VA-120,VA-120-1200130
3509,WALT WHITMAN HIGH,Maryland,240048000941,Montgomery County,†,20817,2-No,2-No,13-City: Small,†,MD-15,MD-15-150427
3510,WALTER HERRON TAYLOR ELEM,Virginia,510267001144,Norfolk city,†,23507,2-No,2-No,12-City: Mid-size,†,VA-118,VA-118-1180150
3511,WALTER J. MITCHELL ELEMENTARY,Maryland,240027000609,Charles County,†,20646,2-No,2-No,22-Suburb: Mid-size,†,MD-08,MD-08-080105
3512,WALTER JOHNSON HIGH,Maryland,240048000942,Montgomery County,†,20814,2-No,2-No,21-Suburb: Large,†,MD-15,MD-15-150424
3513,WALTER P. CARTER ELEMENTARY/MIDDLE,Maryland,240009000328,Baltimore city,†,21212,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300134
3514,WALTER S. MILLS - PAROLE ELEMENTARY,Maryland,240006000112,Anne Arundel County,†,21401,2-No,2-No,21-Suburb: Large,1-Yes,MD-02,MD-02-024222
3515,WAPLES MILL ELEM,Virginia,510126000088,Fairfax County,†,22124,2-No,2-No,21-Suburb: Large,†,VA-029,VA-029-0292100
3516,WARD ELEM,Virginia,510189001128,Henrico County,†,23231,2-No,2-No,41-Rural: Fringe,1-Yes,VA-043,VA-043-0430330
3517,WARHILL HIGH,Virginia,510402002658,James City County,†,23188,2-No,2-No,23-Suburb: Small,†,VA-131,VA-131-1310204
3518,WARREN COUNTY HIGH,Virginia,510387001733,Warren County,†,22630,2-No,2-No,31-Town: Fringe,†,VA-093,VA-093-0930230
3519,WARREN COUNTY MIDDLE SCHOOL,VIRGINIA,510387003038,Warren County,†,22630,2-No,2-No,31-Town: Fringe,†,VA-093,VA-093-0930280
3520,WARREN ELEMENTARY,Maryland,240012000491,Baltimore County,†,21030,2-No,2-No,21-Suburb: Large,†,MD-03,MD-03-030813
3521,WARRENTON MIDDLE,Virginia,510132000616,Fauquier County,†,20186,2-No,2-No,21-Suburb: Large,†,VA-030,VA-030-0300660
3522,WARWICK ELEMENTARY SCHOOL,Maryland,240030000625,Dorchester County,†,21664,2-No,2-No,42-Rural: Distant,†,MD-09,MD-09-090205
3523,WARWICK HIGH,Virginia,510264001076,Newport News city,†,23601,2-No,2-No,12-City: Mid-size,†,VA-117,VA-117-1171070
3524,WASENA ELEM,Virginia,510330001349,Roanoke city,†,24015,2-No,2-No,13-City: Small,2-No,VA-124,VA-124-1240090
3525,WASHINGTON & LEE HIGH,Virginia,510398001768,Westmoreland County,†,22520,2-No,2-No,42-Rural: Distant,†,VA-095,VA-095-0950120
3526,WASHINGTON ACADEMY AND HIGH SCHOOL,Maryland,240057001213,Somerset County,†,21853,2-No,2-No,41-Rural: Fringe,1-Yes,MD-19,MD-19-190102
3527,WASHINGTON COUNTY CAREER & TECHNICAL EDUCATION CENTER,Virginia,510390001751,Washington County,†,24210,2-No,1-Yes,23-Suburb: Small,†,VA-094,VA-094-0940010
3528,WASHINGTON COUNTY JOB DEVELOPMENT CENTER,Maryland,240066001484,Washington County,†,21740,2-No,2-No,13-City: Small,1-Yes,MD-21,MD-21-210705
3529,WASHINGTON COUNTY TECHNICAL HIGH,Maryland,240066000308,Washington County,†,21740,2-No,2-No,22-Suburb: Mid-size,†,MD-21,MD-21-210305
3530,WASHINGTON DISTRICT ELEM,Virginia,510398001769,Westmoreland County,†,22443,2-No,2-No,42-Rural: Distant,1-Yes,VA-095,VA-095-0950310
3531,WASHINGTON GLOBAL PCS,DISTRICT OF COLUMBIA,110010200503,District of Columbia,†,20024,†,–,11-City: Large,–,DC-185,DC-185-263
3532,WASHINGTON GROVE ELEMENTARY,Maryland,240048000943,Montgomery County,†,20877,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150552
3533,WASHINGTON LATIN PCS - MS,District of Columbia,110001900324,District of Columbia,†,20011,†,–,11-City: Large,–,DC-151,DC-151-125
3534,WASHINGTON LATIN PCS - UPPER SCHOOL,District of Columbia,110001900423,District of Columbia,†,20011,†,–,11-City: Large,–,DC-151,DC-151-1118
3535,WASHINGTON LEADERSHIP ACADEMY PCS,DISTRICT OF COLUMBIA,110010300510,District of Columbia,†,20017,†,–,11-City: Large,–,DC-194,DC-194-283
3536,WASHINGTON LEE ELEM,Virginia,510045000181,Bristol city,†,24201,2-No,2-No,13-City: Small,1-Yes,VA-102,VA-102-1020090
3537,WASHINGTON LEE HIGH,Virginia,510027000112,Arlington County,†,22201,2-No,2-No,12-City: Mid-size,†,VA-007,VA-007-0070080
3538,WASHINGTON METROPOLITAN HS,District of Columbia,110003000397,District of Columbia,†,20001,†,–,11-City: Large,–,DC-001,DC-001-474
3539,WASHINGTON MIDDLE,Maryland,240003000031,Allegany County,†,21502,2-No,2-No,13-City: Small,1-Yes,MD-01,MD-01-010406
3540,WASHINGTON MILL ELEM,Virginia,510126000582,Fairfax County,†,22309,1-Yes,2-No,21-Suburb: Large,1-Yes,VA-029,VA-029-0291320
3541,WASHINGTON YU YING PCS,District of Columbia,110007700411,District of Columbia,†,20017,†,–,11-City: Large,–,DC-160,DC-160-1117
3542,WASHINGTON-HENRY ELEM,Virginia,510183000781,Hanover County,†,23116,2-No,2-No,21-Suburb: Large,†,VA-042,VA-042-0420290
3543,WATAUGA ELEM,Virginia,510390001986,Washington County,†,24211,2-No,2-No,41-Rural: Fringe,2-No,VA-094,VA-094-0940070
3544,WATERFORD ELEM,Virginia,510225000936,Loudoun County,†,20197,2-No,2-No,41-Rural: Fringe,†,VA-053,VA-053-0530700
3545,WATERLOO ELEMENTARY,Maryland,240042000758,Howard County,†,21045,2-No,2-No,13-City: Small,†,MD-13,MD-13-130604
3546,WATERMAN ELEM,Virginia,510186000787,Harrisonburg city,†,22802,2-No,2-No,13-City: Small,1-Yes,VA-113,VA-113-1130030
3547,WATERS LANDING ELEMENTARY,Maryland,240048001508,Montgomery County,†,20874,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150109
3548,WATKINS EARLY CHILDHOOD CENTER,Virginia,510264002471,Newport News city,†,23601,2-No,2-No,12-City: Mid-size,1-Yes,VA-117,VA-117-1171410
3549,WATKINS ES (CAPITOL HILL CLUSTER),District of Columbia,110003000048,District of Columbia,†,20003,†,–,11-City: Large,–,DC-001,DC-001-333
3550,WATKINS MILL ELEMENTARY,Maryland,240048000944,Montgomery County,†,20886,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150561
3551,WATKINS MILL HIGH,Maryland,240048001525,Montgomery County,†,20879,2-No,2-No,21-Suburb: Large,1-Yes,MD-15,MD-15-150545
3552,WAUGH CHAPEL ELEMENTARY,Maryland,240006000138,Anne Arundel County,†,21113,2-No,2-No,21-Suburb: Large,†,MD-02,MD-02-023222
3553,WAVERLEY ELEMENTARY,Maryland,240033000657,Frederick County,†,21702,2-No,2-No,13-City: Small,1-Yes,MD-10,MD-10-102403
3554,WAVERLY ELEMENTARY,Maryland,240042090449,Howard County,†,21042,2-No,2-No,21-Suburb: Large,†,MD-13,MD-13-130215
3555,WAVERLY ELEMENTARY/MIDDLE,Maryland,240009000329,Baltimore city,†,21218,2-No,2-No,11-City: Large,1-Yes,MD-30,MD-30-300051
3556,WAVERLY YOWELL ELEM,Virginia,510237000974,Madison County,†,22727,2-No,2-No,42-Rural: Distant,1-Yes,VA-056,VA-056-0560200
3557,WAXPOOL ELEMENTARY,VIRGINIA,510225003060,Loudoun County,†,20148,†,†,21-Suburb: Large,†,VA-053,VA-053-0531140
